region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
ME,840-23,0,,,,
ME,840-23,1,,,,
ME,840-23,2,,,,
ME,840-23,3,,,,
ME,840-23,4,,,,
ME,840-23,5,,,,
ME,840-23,6,,,,
ME,840-23,7,,,,
ME,840-23,8,,,,
ME,840-23,9,,,,
ME,840-23,10,,,,
ME,840-23,11,,,,
ME,840-23,12,,,,
ME,840-23,13,,,,
ME,840-23,14,,,,
ME,840-23,15,,,,
ME,840-23,16,,,,
ME,840-23,17,,,,
ME,840-23,18,,,,
ME,840-23,19,,,,
ME,840-23,20,,,,
ME,840-23,21,,,,
ME,840-23,22,,,,
ME,840-23,23,,,,
ME,840-23,24,,,,
ME,840-23,25,,,,
ME,840-23,26,,,,
ME,840-23,27,,,,
ME,840-23,28,,,,
ME,840-23,29,,,,
ME,840-23,30,,,,
ME,840-23,31,,,,
ME,840-23,32,,,,
ME,840-23,33,,,,
ME,840-23,34,,,,
ME,840-23,35,,,,
ME,840-23,36,,,,
ME,840-23,37,,,,
ME,840-23,38,,,,
ME,840-23,39,,,,
ME,840-23,40,,,,
ME,840-23,41,,,,
ME,840-23,42,,,,
ME,840-23,43,,,,
ME,840-23,44,,,,
ME,840-23,45,,,,
ME,840-23,46,,,,
ME,840-23,47,,,,
ME,840-23,48,,,,
ME,840-23,49,,,,
ME,840-23,50,,,,
ME,840-23,51,,,,
ME,840-23,52,,,,
ME,840-23,53,,,,
ME,840-23,54,,,,
ME,840-23,55,,,,
ME,840-23,56,,,,
ME,840-23,57,,,,
ME,840-23,58,,,,
ME,840-23,59,,,,
ME,840-23,60,,,,
ME,840-23,61,,,,
ME,840-23,62,,,,
ME,840-23,63,,,,
ME,840-23,64,,,,
ME,840-23,65,,,,
ME,840-23,66,,,,
ME,840-23,67,,,,
ME,840-23,68,,,,
ME,840-23,69,,,,
ME,840-23,70,,,,
ME,840-23,71,,,,
ME,840-23,72,,,,
ME,840-23,73,,,,
ME,840-23,74,,,,
ME,840-23,75,,,,
ME,840-23,76,,,,
ME,840-23,77,,,,
ME,840-23,78,,,,
ME,840-23,79,,,,
ME,840-23,80,,,,
ME,840-23,81,,,,
ME,840-23,82,,,,
ME,840-23,83,,,,
ME,840-23,84,,,,
ME,840-23,85,,,,
ME,840-23,86,,,,
ME,840-23,87,,,,
ME,840-23,88,,,,
ME,840-23,89,,,,
ME,840-23,90,,,,
ME,840-23,91,,,,
ME,840-23,92,,,,
ME,840-23,93,,,,
ME,840-23,94,,,,
ME,840-23,95,,,,
ME,840-23,96,,,,
ME,840-23,97,,,,
ME,840-23,98,,,,
ME,840-23,99,,,,
ME,840-23,100,,,,
