region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
MA,840-25,0,,,,
MA,840-25,1,,,,
MA,840-25,2,,,,
MA,840-25,3,,,,
MA,840-25,4,,,,
MA,840-25,5,,,,
MA,840-25,6,,,,
MA,840-25,7,,,,
MA,840-25,8,,,,
MA,840-25,9,,,,
MA,840-25,10,,,,
MA,840-25,11,,,,
MA,840-25,12,,,,
MA,840-25,13,,,,
MA,840-25,14,,,,
MA,840-25,15,,,,
MA,840-25,16,,,,
MA,840-25,17,,,,
MA,840-25,18,,,,
MA,840-25,19,,,,
MA,840-25,20,,,,
MA,840-25,21,,,,
MA,840-25,22,,,,
MA,840-25,23,,,,
MA,840-25,24,,,,
MA,840-25,25,,,,
MA,840-25,26,,,,
MA,840-25,27,,,,
MA,840-25,28,,,,
MA,840-25,29,,,,
MA,840-25,30,,,,
MA,840-25,31,,,,
MA,840-25,32,,,,
MA,840-25,33,,,,
MA,840-25,34,,,,
MA,840-25,35,,,,
MA,840-25,36,,,,
MA,840-25,37,,,,
MA,840-25,38,,,,
MA,840-25,39,,,,
MA,840-25,40,,,,
MA,840-25,41,,,,
MA,840-25,42,,,,
MA,840-25,43,,,,
MA,840-25,44,,,,
MA,840-25,45,,,,
MA,840-25,46,,,,
MA,840-25,47,,,,
MA,840-25,48,,,,
MA,840-25,49,,,,
MA,840-25,50,,,,
MA,840-25,51,,,,
MA,840-25,52,,,,
MA,840-25,53,,,,
MA,840-25,54,,,,
MA,840-25,55,,,,
MA,840-25,56,,,,
MA,840-25,57,,,,
MA,840-25,58,,,,
MA,840-25,59,,,,
MA,840-25,60,,,,
MA,840-25,61,,,,
MA,840-25,62,,,,
MA,840-25,63,,,,
MA,840-25,64,,,,
MA,840-25,65,,,,
MA,840-25,66,,,,
MA,840-25,67,,,,
MA,840-25,68,,,,
MA,840-25,69,,,,
MA,840-25,70,,,,
MA,840-25,71,,,,
MA,840-25,72,,,,
MA,840-25,73,,,,
MA,840-25,74,,,,
MA,840-25,75,,,,
MA,840-25,76,,,,
MA,840-25,77,,,,
MA,840-25,78,,,,
MA,840-25,79,,,,
MA,840-25,80,,,,
MA,840-25,81,,,,
MA,840-25,82,,,,
MA,840-25,83,,,,
MA,840-25,84,,,,
MA,840-25,85,,,,
MA,840-25,86,,,,
MA,840-25,87,,,,
MA,840-25,88,,,,
MA,840-25,89,,,,
MA,840-25,90,,,,
MA,840-25,91,,,,
MA,840-25,92,,,,
MA,840-25,93,,,,
MA,840-25,94,,,,
MA,840-25,95,,,,
MA,840-25,96,,,,
MA,840-25,97,,,,
MA,840-25,98,,,,
MA,840-25,99,,,,
MA,840-25,100,,,,
