region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
CT,840-09,0,,,,
CT,840-09,1,,,,
CT,840-09,2,,,,
CT,840-09,3,,,,
CT,840-09,4,,,,
CT,840-09,5,,,,
CT,840-09,6,,,,
CT,840-09,7,,,,
CT,840-09,8,,,,
CT,840-09,9,,,,
CT,840-09,10,,,,
CT,840-09,11,,,,
CT,840-09,12,,,,
CT,840-09,13,,,,
CT,840-09,14,,,,
CT,840-09,15,,,,
CT,840-09,16,,,,
CT,840-09,17,,,,
CT,840-09,18,,,,
CT,840-09,19,,,,
CT,840-09,20,,,,
CT,840-09,21,,,,
CT,840-09,22,,,,
CT,840-09,23,,,,
CT,840-09,24,,,,
CT,840-09,25,,,,
CT,840-09,26,,,,
CT,840-09,27,,,,
CT,840-09,28,,,,
CT,840-09,29,,,,
CT,840-09,30,,,,
CT,840-09,31,,,,
CT,840-09,32,,,,
CT,840-09,33,,,,
CT,840-09,34,,,,
CT,840-09,35,,,,
CT,840-09,36,,,,
CT,840-09,37,,,,
CT,840-09,38,,,,
CT,840-09,39,,,,
CT,840-09,40,,,,
CT,840-09,41,,,,
CT,840-09,42,,,,
CT,840-09,43,,,,
CT,840-09,44,,,,
CT,840-09,45,,,,
CT,840-09,46,,,,
CT,840-09,47,,,,
CT,840-09,48,,,,
CT,840-09,49,,,,
CT,840-09,50,,,,
CT,840-09,51,,,,
CT,840-09,52,,,,
CT,840-09,53,,,,
CT,840-09,54,,,,
CT,840-09,55,,,,
CT,840-09,56,,,,
CT,840-09,57,,,,
CT,840-09,58,,,,
CT,840-09,59,,,,
CT,840-09,60,,,,
CT,840-09,61,,,,
CT,840-09,62,,,,
CT,840-09,63,,,,
CT,840-09,64,,,,
CT,840-09,65,,,,
CT,840-09,66,,,,
CT,840-09,67,,,,
CT,840-09,68,,,,
CT,840-09,69,,,,
CT,840-09,70,,,,
CT,840-09,71,,,,
CT,840-09,72,,,,
CT,840-09,73,,,,
CT,840-09,74,,,,
CT,840-09,75,,,,
CT,840-09,76,,,,
CT,840-09,77,,,,
CT,840-09,78,,,,
CT,840-09,79,,,,
CT,840-09,80,,,,
CT,840-09,81,,,,
CT,840-09,82,,,,
CT,840-09,83,,,,
CT,840-09,84,,,,
CT,840-09,85,,,,
CT,840-09,86,,,,
CT,840-09,87,,,,
CT,840-09,88,,,,
CT,840-09,89,,,,
CT,840-09,90,,,,
CT,840-09,91,,,,
CT,840-09,92,,,,
CT,840-09,93,,,,
CT,840-09,94,,,,
CT,840-09,95,,,,
CT,840-09,96,,,,
CT,840-09,97,,,,
CT,840-09,98,,,,
CT,840-09,99,,,,
CT,840-09,100,,,,
