region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
NY,840-36,0,,,,
NY,840-36,1,,,,
NY,840-36,2,,,,
NY,840-36,3,,,,
NY,840-36,4,,,,
NY,840-36,5,,,,
NY,840-36,6,,,,
NY,840-36,7,,,,
NY,840-36,8,,,,
NY,840-36,9,,,,
NY,840-36,10,,,,
NY,840-36,11,,,,
NY,840-36,12,,,,
NY,840-36,13,,,,
NY,840-36,14,,,,
NY,840-36,15,,,,
NY,840-36,16,,,,
NY,840-36,17,,,,
NY,840-36,18,,,,
NY,840-36,19,,,,
NY,840-36,20,,,,
NY,840-36,21,,,,
NY,840-36,22,,,,
NY,840-36,23,,,,
NY,840-36,24,,,,
NY,840-36,25,,,,
NY,840-36,26,,,,
NY,840-36,27,,,,
NY,840-36,28,,,,
NY,840-36,29,,,,
NY,840-36,30,,,,
NY,840-36,31,,,,
NY,840-36,32,,,,
NY,840-36,33,,,,
NY,840-36,34,,,,
NY,840-36,35,,,,
NY,840-36,36,,,,
NY,840-36,37,,,,
NY,840-36,38,,,,
NY,840-36,39,,,,
NY,840-36,40,,,,
NY,840-36,41,,,,
NY,840-36,42,,,,
NY,840-36,43,,,,
NY,840-36,44,,,,
NY,840-36,45,,,,
NY,840-36,46,,,,
NY,840-36,47,,,,
NY,840-36,48,,,,
NY,840-36,49,,,,
NY,840-36,50,,,,
NY,840-36,51,,,,
NY,840-36,52,,,,
NY,840-36,53,,,,
NY,840-36,54,,,,
NY,840-36,55,,,,
NY,840-36,56,,,,
NY,840-36,57,,,,
NY,840-36,58,,,,
NY,840-36,59,,,,
NY,840-36,60,,,,
NY,840-36,61,,,,
NY,840-36,62,,,,
NY,840-36,63,,,,
NY,840-36,64,,,,
NY,840-36,65,,,,
NY,840-36,66,,,,
NY,840-36,67,,,,
NY,840-36,68,,,,
NY,840-36,69,,,,
NY,840-36,70,,,,
NY,840-36,71,,,,
NY,840-36,72,,,,
NY,840-36,73,,,,
NY,840-36,74,,,,
NY,840-36,75,,,,
NY,840-36,76,,,,
NY,840-36,77,,,,
NY,840-36,78,,,,
NY,840-36,79,,,,
NY,840-36,80,,,,
NY,840-36,81,,,,
NY,840-36,82,,,,
NY,840-36,83,,,,
NY,840-36,84,,,,
NY,840-36,85,,,,
NY,840-36,86,,,,
NY,840-36,87,,,,
NY,840-36,88,,,,
NY,840-36,89,,,,
NY,840-36,90,,,,
NY,840-36,91,,,,
NY,840-36,92,,,,
NY,840-36,93,,,,
NY,840-36,94,,,,
NY,840-36,95,,,,
NY,840-36,96,,,,
NY,840-36,97,,,,
NY,840-36,98,,,,
NY,840-36,99,,,,
NY,840-36,100,,,,
