region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
TN,840-47,0,,,,
TN,840-47,1,,,,
TN,840-47,2,,,,
TN,840-47,3,,,,
TN,840-47,4,,,,
TN,840-47,5,,,,
TN,840-47,6,,,,
TN,840-47,7,,,,
TN,840-47,8,,,,
TN,840-47,9,,,,
TN,840-47,10,,,,
TN,840-47,11,,,,
TN,840-47,12,,,,
TN,840-47,13,,,,
TN,840-47,14,,,,
TN,840-47,15,,,,
TN,840-47,16,,,,
TN,840-47,17,,,,
TN,840-47,18,,,,
TN,840-47,19,,,,
TN,840-47,20,,,,
TN,840-47,21,,,,
TN,840-47,22,,,,
TN,840-47,23,,,,
TN,840-47,24,,,,
TN,840-47,25,,,,
TN,840-47,26,,,,
TN,840-47,27,,,,
TN,840-47,28,,,,
TN,840-47,29,,,,
TN,840-47,30,,,,
TN,840-47,31,,,,
TN,840-47,32,,,,
TN,840-47,33,,,,
TN,840-47,34,,,,
TN,840-47,35,,,,
TN,840-47,36,,,,
TN,840-47,37,,,,
TN,840-47,38,,,,
TN,840-47,39,,,,
TN,840-47,40,,,,
TN,840-47,41,,,,
TN,840-47,42,,,,
TN,840-47,43,,,,
TN,840-47,44,,,,
TN,840-47,45,,,,
TN,840-47,46,,,,
TN,840-47,47,,,,
TN,840-47,48,,,,
TN,840-47,49,,,,
TN,840-47,50,,,,
TN,840-47,51,,,,
TN,840-47,52,,,,
TN,840-47,53,,,,
TN,840-47,54,,,,
TN,840-47,55,,,,
TN,840-47,56,,,,
TN,840-47,57,,,,
TN,840-47,58,,,,
TN,840-47,59,,,,
TN,840-47,60,,,,
TN,840-47,61,,,,
TN,840-47,62,,,,
TN,840-47,63,,,,
TN,840-47,64,,,,
TN,840-47,65,,,,
TN,840-47,66,,,,
TN,840-47,67,,,,
TN,840-47,68,,,,
TN,840-47,69,,,,
TN,840-47,70,,,,
TN,840-47,71,,,,
TN,840-47,72,,,,
TN,840-47,73,,,,
TN,840-47,74,,,,
TN,840-47,75,,,,
TN,840-47,76,,,,
TN,840-47,77,,,,
TN,840-47,78,,,,
TN,840-47,79,,,,
TN,840-47,80,,,,
TN,840-47,81,,,,
TN,840-47,82,,,,
TN,840-47,83,,,,
TN,840-47,84,,,,
TN,840-47,85,,,,
TN,840-47,86,,,,
TN,840-47,87,,,,
TN,840-47,88,,,,
TN,840-47,89,,,,
TN,840-47,90,,,,
TN,840-47,91,,,,
TN,840-47,92,,,,
TN,840-47,93,,,,
TN,840-47,94,,,,
TN,840-47,95,,,,
TN,840-47,96,,,,
TN,840-47,97,,,,
TN,840-47,98,,,,
TN,840-47,99,,,,
TN,840-47,100,,,,
