region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
SC,840-45,0,,,,
SC,840-45,1,,,,
SC,840-45,2,,,,
SC,840-45,3,,,,
SC,840-45,4,,,,
SC,840-45,5,,,,
SC,840-45,6,,,,
SC,840-45,7,,,,
SC,840-45,8,,,,
SC,840-45,9,,,,
SC,840-45,10,,,,
SC,840-45,11,,,,
SC,840-45,12,,,,
SC,840-45,13,,,,
SC,840-45,14,,,,
SC,840-45,15,,,,
SC,840-45,16,,,,
SC,840-45,17,,,,
SC,840-45,18,,,,
SC,840-45,19,,,,
SC,840-45,20,,,,
SC,840-45,21,,,,
SC,840-45,22,,,,
SC,840-45,23,,,,
SC,840-45,24,,,,
SC,840-45,25,,,,
SC,840-45,26,,,,
SC,840-45,27,,,,
SC,840-45,28,,,,
SC,840-45,29,,,,
SC,840-45,30,,,,
SC,840-45,31,,,,
SC,840-45,32,,,,
SC,840-45,33,,,,
SC,840-45,34,,,,
SC,840-45,35,,,,
SC,840-45,36,,,,
SC,840-45,37,,,,
SC,840-45,38,,,,
SC,840-45,39,,,,
SC,840-45,40,,,,
SC,840-45,41,,,,
SC,840-45,42,,,,
SC,840-45,43,,,,
SC,840-45,44,,,,
SC,840-45,45,,,,
SC,840-45,46,,,,
SC,840-45,47,,,,
SC,840-45,48,,,,
SC,840-45,49,,,,
SC,840-45,50,,,,
SC,840-45,51,,,,
SC,840-45,52,,,,
SC,840-45,53,,,,
SC,840-45,54,,,,
SC,840-45,55,,,,
SC,840-45,56,,,,
SC,840-45,57,,,,
SC,840-45,58,,,,
SC,840-45,59,,,,
SC,840-45,60,,,,
SC,840-45,61,,,,
SC,840-45,62,,,,
SC,840-45,63,,,,
SC,840-45,64,,,,
SC,840-45,65,,,,
SC,840-45,66,,,,
SC,840-45,67,,,,
SC,840-45,68,,,,
SC,840-45,69,,,,
SC,840-45,70,,,,
SC,840-45,71,,,,
SC,840-45,72,,,,
SC,840-45,73,,,,
SC,840-45,74,,,,
SC,840-45,75,,,,
SC,840-45,76,,,,
SC,840-45,77,,,,
SC,840-45,78,,,,
SC,840-45,79,,,,
SC,840-45,80,,,,
SC,840-45,81,,,,
SC,840-45,82,,,,
SC,840-45,83,,,,
SC,840-45,84,,,,
SC,840-45,85,,,,
SC,840-45,86,,,,
SC,840-45,87,,,,
SC,840-45,88,,,,
SC,840-45,89,,,,
SC,840-45,90,,,,
SC,840-45,91,,,,
SC,840-45,92,,,,
SC,840-45,93,,,,
SC,840-45,94,,,,
SC,840-45,95,,,,
SC,840-45,96,,,,
SC,840-45,97,,,,
SC,840-45,98,,,,
SC,840-45,99,,,,
SC,840-45,100,,,,
