region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
ND,840-38,0,,,,
ND,840-38,1,,,,
ND,840-38,2,,,,
ND,840-38,3,,,,
ND,840-38,4,,,,
ND,840-38,5,,,,
ND,840-38,6,,,,
ND,840-38,7,,,,
ND,840-38,8,,,,
ND,840-38,9,,,,
ND,840-38,10,,,,
ND,840-38,11,,,,
ND,840-38,12,,,,
ND,840-38,13,,,,
ND,840-38,14,,,,
ND,840-38,15,,,,
ND,840-38,16,,,,
ND,840-38,17,,,,
ND,840-38,18,,,,
ND,840-38,19,,,,
ND,840-38,20,,,,
ND,840-38,21,,,,
ND,840-38,22,,,,
ND,840-38,23,,,,
ND,840-38,24,,,,
ND,840-38,25,,,,
ND,840-38,26,,,,
ND,840-38,27,,,,
ND,840-38,28,,,,
ND,840-38,29,,,,
ND,840-38,30,,,,
ND,840-38,31,,,,
ND,840-38,32,,,,
ND,840-38,33,,,,
ND,840-38,34,,,,
ND,840-38,35,,,,
ND,840-38,36,,,,
ND,840-38,37,,,,
ND,840-38,38,,,,
ND,840-38,39,,,,
ND,840-38,40,,,,
ND,840-38,41,,,,
ND,840-38,42,,,,
ND,840-38,43,,,,
ND,840-38,44,,,,
ND,840-38,45,,,,
ND,840-38,46,,,,
ND,840-38,47,,,,
ND,840-38,48,,,,
ND,840-38,49,,,,
ND,840-38,50,,,,
ND,840-38,51,,,,
ND,840-38,52,,,,
ND,840-38,53,,,,
ND,840-38,54,,,,
ND,840-38,55,,,,
ND,840-38,56,,,,
ND,840-38,57,,,,
ND,840-38,58,,,,
ND,840-38,59,,,,
ND,840-38,60,,,,
ND,840-38,61,,,,
ND,840-38,62,,,,
ND,840-38,63,,,,
ND,840-38,64,,,,
ND,840-38,65,,,,
ND,840-38,66,,,,
ND,840-38,67,,,,
ND,840-38,68,,,,
ND,840-38,69,,,,
ND,840-38,70,,,,
ND,840-38,71,,,,
ND,840-38,72,,,,
ND,840-38,73,,,,
ND,840-38,74,,,,
ND,840-38,75,,,,
ND,840-38,76,,,,
ND,840-38,77,,,,
ND,840-38,78,,,,
ND,840-38,79,,,,
ND,840-38,80,,,,
ND,840-38,81,,,,
ND,840-38,82,,,,
ND,840-38,83,,,,
ND,840-38,84,,,,
ND,840-38,85,,,,
ND,840-38,86,,,,
ND,840-38,87,,,,
ND,840-38,88,,,,
ND,840-38,89,,,,
ND,840-38,90,,,,
ND,840-38,91,,,,
ND,840-38,92,,,,
ND,840-38,93,,,,
ND,840-38,94,,,,
ND,840-38,95,,,,
ND,840-38,96,,,,
ND,840-38,97,,,,
ND,840-38,98,,,,
ND,840-38,99,,,,
ND,840-38,100,,,,
