year,f_A,f_R,f_U,m_AM,m_AF,m_RM,m_RF,m_UM,m_UF,pu,sr_A,sr_R,sr_U,nim_M,nim_F
NA,fertility,NA,NA,mortality,NA,NA,NA,NA,NA,%urban,sex ratio at birth,NA,NA,net international migrants,NA
NA,all,rural,urban,all,NA,rural,NA,urban,NA,NA,all,rural,urban,NA,NA
NA,NA,NA,NA,male,female,male,female,male,female,NA,NA,NA,NA,male,female
2010,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2015,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2020,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2025,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2030,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2035,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2040,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2045,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2050,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2055,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2060,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2065,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2070,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2075,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2080,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2085,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2090,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2095,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
2100,2.2,2.2,2.2,76.7,82,76.7,82,76.7,82,0.599,105,105,105,699.5913871,651.2548198
