region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
MI,840-26,0,,,,
MI,840-26,1,,,,
MI,840-26,2,,,,
MI,840-26,3,,,,
MI,840-26,4,,,,
MI,840-26,5,,,,
MI,840-26,6,,,,
MI,840-26,7,,,,
MI,840-26,8,,,,
MI,840-26,9,,,,
MI,840-26,10,,,,
MI,840-26,11,,,,
MI,840-26,12,,,,
MI,840-26,13,,,,
MI,840-26,14,,,,
MI,840-26,15,,,,
MI,840-26,16,,,,
MI,840-26,17,,,,
MI,840-26,18,,,,
MI,840-26,19,,,,
MI,840-26,20,,,,
MI,840-26,21,,,,
MI,840-26,22,,,,
MI,840-26,23,,,,
MI,840-26,24,,,,
MI,840-26,25,,,,
MI,840-26,26,,,,
MI,840-26,27,,,,
MI,840-26,28,,,,
MI,840-26,29,,,,
MI,840-26,30,,,,
MI,840-26,31,,,,
MI,840-26,32,,,,
MI,840-26,33,,,,
MI,840-26,34,,,,
MI,840-26,35,,,,
MI,840-26,36,,,,
MI,840-26,37,,,,
MI,840-26,38,,,,
MI,840-26,39,,,,
MI,840-26,40,,,,
MI,840-26,41,,,,
MI,840-26,42,,,,
MI,840-26,43,,,,
MI,840-26,44,,,,
MI,840-26,45,,,,
MI,840-26,46,,,,
MI,840-26,47,,,,
MI,840-26,48,,,,
MI,840-26,49,,,,
MI,840-26,50,,,,
MI,840-26,51,,,,
MI,840-26,52,,,,
MI,840-26,53,,,,
MI,840-26,54,,,,
MI,840-26,55,,,,
MI,840-26,56,,,,
MI,840-26,57,,,,
MI,840-26,58,,,,
MI,840-26,59,,,,
MI,840-26,60,,,,
MI,840-26,61,,,,
MI,840-26,62,,,,
MI,840-26,63,,,,
MI,840-26,64,,,,
MI,840-26,65,,,,
MI,840-26,66,,,,
MI,840-26,67,,,,
MI,840-26,68,,,,
MI,840-26,69,,,,
MI,840-26,70,,,,
MI,840-26,71,,,,
MI,840-26,72,,,,
MI,840-26,73,,,,
MI,840-26,74,,,,
MI,840-26,75,,,,
MI,840-26,76,,,,
MI,840-26,77,,,,
MI,840-26,78,,,,
MI,840-26,79,,,,
MI,840-26,80,,,,
MI,840-26,81,,,,
MI,840-26,82,,,,
MI,840-26,83,,,,
MI,840-26,84,,,,
MI,840-26,85,,,,
MI,840-26,86,,,,
MI,840-26,87,,,,
MI,840-26,88,,,,
MI,840-26,89,,,,
MI,840-26,90,,,,
MI,840-26,91,,,,
MI,840-26,92,,,,
MI,840-26,93,,,,
MI,840-26,94,,,,
MI,840-26,95,,,,
MI,840-26,96,,,,
MI,840-26,97,,,,
MI,840-26,98,,,,
MI,840-26,99,,,,
MI,840-26,100,,,,
