year,f_A,f_R,f_U,m_AM,m_AF,m_RM,m_RF,m_UM,m_UF,pu,sr_A,sr_R,sr_U,nim_M,nim_F
NA,fertility,NA,NA,mortality,NA,NA,NA,NA,NA,%urban,sex ratio at birth,NA,NA,net international migrants,NA
NA,all,rural,urban,all,NA,rural,NA,urban,NA,NA,all,rural,urban,NA,NA
NA,NA,NA,NA,male,female,male,female,male,female,NA,NA,NA,NA,male,female
2010,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2015,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2020,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2025,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2030,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2035,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2040,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2045,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2050,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2055,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2060,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2065,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2070,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2075,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2080,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2085,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2090,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2095,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
2100,1.85,1.85,1.85,77,81.6,77,81.6,77,81.6,0.702,105,105,105,6714.528405,6250.604378
