region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
MD,840-24,0,,,,
MD,840-24,1,,,,
MD,840-24,2,,,,
MD,840-24,3,,,,
MD,840-24,4,,,,
MD,840-24,5,,,,
MD,840-24,6,,,,
MD,840-24,7,,,,
MD,840-24,8,,,,
MD,840-24,9,,,,
MD,840-24,10,,,,
MD,840-24,11,,,,
MD,840-24,12,,,,
MD,840-24,13,,,,
MD,840-24,14,,,,
MD,840-24,15,,,,
MD,840-24,16,,,,
MD,840-24,17,,,,
MD,840-24,18,,,,
MD,840-24,19,,,,
MD,840-24,20,,,,
MD,840-24,21,,,,
MD,840-24,22,,,,
MD,840-24,23,,,,
MD,840-24,24,,,,
MD,840-24,25,,,,
MD,840-24,26,,,,
MD,840-24,27,,,,
MD,840-24,28,,,,
MD,840-24,29,,,,
MD,840-24,30,,,,
MD,840-24,31,,,,
MD,840-24,32,,,,
MD,840-24,33,,,,
MD,840-24,34,,,,
MD,840-24,35,,,,
MD,840-24,36,,,,
MD,840-24,37,,,,
MD,840-24,38,,,,
MD,840-24,39,,,,
MD,840-24,40,,,,
MD,840-24,41,,,,
MD,840-24,42,,,,
MD,840-24,43,,,,
MD,840-24,44,,,,
MD,840-24,45,,,,
MD,840-24,46,,,,
MD,840-24,47,,,,
MD,840-24,48,,,,
MD,840-24,49,,,,
MD,840-24,50,,,,
MD,840-24,51,,,,
MD,840-24,52,,,,
MD,840-24,53,,,,
MD,840-24,54,,,,
MD,840-24,55,,,,
MD,840-24,56,,,,
MD,840-24,57,,,,
MD,840-24,58,,,,
MD,840-24,59,,,,
MD,840-24,60,,,,
MD,840-24,61,,,,
MD,840-24,62,,,,
MD,840-24,63,,,,
MD,840-24,64,,,,
MD,840-24,65,,,,
MD,840-24,66,,,,
MD,840-24,67,,,,
MD,840-24,68,,,,
MD,840-24,69,,,,
MD,840-24,70,,,,
MD,840-24,71,,,,
MD,840-24,72,,,,
MD,840-24,73,,,,
MD,840-24,74,,,,
MD,840-24,75,,,,
MD,840-24,76,,,,
MD,840-24,77,,,,
MD,840-24,78,,,,
MD,840-24,79,,,,
MD,840-24,80,,,,
MD,840-24,81,,,,
MD,840-24,82,,,,
MD,840-24,83,,,,
MD,840-24,84,,,,
MD,840-24,85,,,,
MD,840-24,86,,,,
MD,840-24,87,,,,
MD,840-24,88,,,,
MD,840-24,89,,,,
MD,840-24,90,,,,
MD,840-24,91,,,,
MD,840-24,92,,,,
MD,840-24,93,,,,
MD,840-24,94,,,,
MD,840-24,95,,,,
MD,840-24,96,,,,
MD,840-24,97,,,,
MD,840-24,98,,,,
MD,840-24,99,,,,
MD,840-24,100,,,,
