year,f_A,f_R,f_U,m_AM,m_AF,m_RM,m_RF,m_UM,m_UF,pu,sr_A,sr_R,sr_U,nim_M,nim_F
NA,fertility,NA,NA,mortality,NA,NA,NA,NA,NA,%urban,sex ratio at birth,NA,NA,net international migrants,NA
NA,all,rural,urban,all,NA,rural,NA,urban,NA,NA,all,rural,urban,NA,NA
NA,NA,NA,NA,male,female,male,female,male,female,NA,NA,NA,NA,male,female
2010,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2015,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2020,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2025,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2030,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2035,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2040,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2045,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2050,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2055,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2060,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2065,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2070,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2075,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2080,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2085,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2090,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2095,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
2100,2.01,2.01,2.01,73.2,78,73.2,78,73.2,78,0.662,105,105,105,4138.173408,3852.25637
