"from","to","gender","age","rate"
"NH","AK","m","0","0"
"NH","AK","m","1","0"
"NH","AK","m","2","0"
"NH","AK","m","3","0"
"NH","AK","m","4","0"
"NH","AK","m","5","0"
"NH","AK","m","6","0"
"NH","AK","m","7","0"
"NH","AK","m","8","0"
"NH","AK","m","9","0"
"NH","AK","m","10","0"
"NH","AK","m","11","0"
"NH","AK","m","12","0"
"NH","AK","m","13","0"
"NH","AK","m","14","0"
"NH","AK","m","15","0.0000837358"
"NH","AK","m","16","0.0000837358"
"NH","AK","m","17","0.0000837358"
"NH","AK","m","18","0.0000837358"
"NH","AK","m","19","0.0000837358"
"NH","AK","m","20","0.0000692789"
"NH","AK","m","21","0.0000692789"
"NH","AK","m","22","0.0000692789"
"NH","AK","m","23","0.0000692789"
"NH","AK","m","24","0.0000692789"
"NH","AK","m","25","0"
"NH","AK","m","26","0"
"NH","AK","m","27","0"
"NH","AK","m","28","0"
"NH","AK","m","29","0"
"NH","AK","m","30","0"
"NH","AK","m","31","0"
"NH","AK","m","32","0"
"NH","AK","m","33","0"
"NH","AK","m","34","0"
"NH","AK","m","35","0"
"NH","AK","m","36","0"
"NH","AK","m","37","0"
"NH","AK","m","38","0"
"NH","AK","m","39","0"
"NH","AK","m","40","0"
"NH","AK","m","41","0"
"NH","AK","m","42","0"
"NH","AK","m","43","0"
"NH","AK","m","44","0"
"NH","AK","m","45","0"
"NH","AK","m","46","0"
"NH","AK","m","47","0"
"NH","AK","m","48","0"
"NH","AK","m","49","0"
"NH","AK","m","50","0"
"NH","AK","m","51","0"
"NH","AK","m","52","0"
"NH","AK","m","53","0"
"NH","AK","m","54","0"
"NH","AK","m","55","0"
"NH","AK","m","56","0"
"NH","AK","m","57","0"
"NH","AK","m","58","0"
"NH","AK","m","59","0"
"NH","AK","m","60","0"
"NH","AK","m","61","0"
"NH","AK","m","62","0"
"NH","AK","m","63","0"
"NH","AK","m","64","0"
"NH","AK","m","65","0.00019499"
"NH","AK","m","66","0.00019499"
"NH","AK","m","67","0.00019499"
"NH","AK","m","68","0.00019499"
"NH","AK","m","69","0.00019499"
"NH","AK","m","70","0"
"NH","AK","m","71","0"
"NH","AK","m","72","0"
"NH","AK","m","73","0"
"NH","AK","m","74","0"
"NH","AK","m","75","0"
"NH","AK","m","76","0"
"NH","AK","m","77","0"
"NH","AK","m","78","0"
"NH","AK","m","79","0"
"NH","AK","m","80","0"
"NH","AK","m","81","0"
"NH","AK","m","82","0"
"NH","AK","m","83","0"
"NH","AK","m","84","0"
"NH","AK","m","85","0"
"NH","AK","m","86","0"
"NH","AK","m","87","0"
"NH","AK","m","88","0"
"NH","AK","m","89","0"
"NH","AK","m","90","0"
"NH","AK","m","91","0"
"NH","AK","m","92","0"
"NH","AK","m","93","0"
"NH","AK","m","94","0"
"NH","AK","m","95","0"
"NH","AK","m","96","0"
"NH","AK","m","97","0"
