region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
GA,840-13,0,,,,
GA,840-13,1,,,,
GA,840-13,2,,,,
GA,840-13,3,,,,
GA,840-13,4,,,,
GA,840-13,5,,,,
GA,840-13,6,,,,
GA,840-13,7,,,,
GA,840-13,8,,,,
GA,840-13,9,,,,
GA,840-13,10,,,,
GA,840-13,11,,,,
GA,840-13,12,,,,
GA,840-13,13,,,,
GA,840-13,14,,,,
GA,840-13,15,,,,
GA,840-13,16,,,,
GA,840-13,17,,,,
GA,840-13,18,,,,
GA,840-13,19,,,,
GA,840-13,20,,,,
GA,840-13,21,,,,
GA,840-13,22,,,,
GA,840-13,23,,,,
GA,840-13,24,,,,
GA,840-13,25,,,,
GA,840-13,26,,,,
GA,840-13,27,,,,
GA,840-13,28,,,,
GA,840-13,29,,,,
GA,840-13,30,,,,
GA,840-13,31,,,,
GA,840-13,32,,,,
GA,840-13,33,,,,
GA,840-13,34,,,,
GA,840-13,35,,,,
GA,840-13,36,,,,
GA,840-13,37,,,,
GA,840-13,38,,,,
GA,840-13,39,,,,
GA,840-13,40,,,,
GA,840-13,41,,,,
GA,840-13,42,,,,
GA,840-13,43,,,,
GA,840-13,44,,,,
GA,840-13,45,,,,
GA,840-13,46,,,,
GA,840-13,47,,,,
GA,840-13,48,,,,
GA,840-13,49,,,,
GA,840-13,50,,,,
GA,840-13,51,,,,
GA,840-13,52,,,,
GA,840-13,53,,,,
GA,840-13,54,,,,
GA,840-13,55,,,,
GA,840-13,56,,,,
GA,840-13,57,,,,
GA,840-13,58,,,,
GA,840-13,59,,,,
GA,840-13,60,,,,
GA,840-13,61,,,,
GA,840-13,62,,,,
GA,840-13,63,,,,
GA,840-13,64,,,,
GA,840-13,65,,,,
GA,840-13,66,,,,
GA,840-13,67,,,,
GA,840-13,68,,,,
GA,840-13,69,,,,
GA,840-13,70,,,,
GA,840-13,71,,,,
GA,840-13,72,,,,
GA,840-13,73,,,,
GA,840-13,74,,,,
GA,840-13,75,,,,
GA,840-13,76,,,,
GA,840-13,77,,,,
GA,840-13,78,,,,
GA,840-13,79,,,,
GA,840-13,80,,,,
GA,840-13,81,,,,
GA,840-13,82,,,,
GA,840-13,83,,,,
GA,840-13,84,,,,
GA,840-13,85,,,,
GA,840-13,86,,,,
GA,840-13,87,,,,
GA,840-13,88,,,,
GA,840-13,89,,,,
GA,840-13,90,,,,
GA,840-13,91,,,,
GA,840-13,92,,,,
GA,840-13,93,,,,
GA,840-13,94,,,,
GA,840-13,95,,,,
GA,840-13,96,,,,
GA,840-13,97,,,,
GA,840-13,98,,,,
GA,840-13,99,,,,
GA,840-13,100,,,,
