region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
PA,840-42,0,,,,
PA,840-42,1,,,,
PA,840-42,2,,,,
PA,840-42,3,,,,
PA,840-42,4,,,,
PA,840-42,5,,,,
PA,840-42,6,,,,
PA,840-42,7,,,,
PA,840-42,8,,,,
PA,840-42,9,,,,
PA,840-42,10,,,,
PA,840-42,11,,,,
PA,840-42,12,,,,
PA,840-42,13,,,,
PA,840-42,14,,,,
PA,840-42,15,,,,
PA,840-42,16,,,,
PA,840-42,17,,,,
PA,840-42,18,,,,
PA,840-42,19,,,,
PA,840-42,20,,,,
PA,840-42,21,,,,
PA,840-42,22,,,,
PA,840-42,23,,,,
PA,840-42,24,,,,
PA,840-42,25,,,,
PA,840-42,26,,,,
PA,840-42,27,,,,
PA,840-42,28,,,,
PA,840-42,29,,,,
PA,840-42,30,,,,
PA,840-42,31,,,,
PA,840-42,32,,,,
PA,840-42,33,,,,
PA,840-42,34,,,,
PA,840-42,35,,,,
PA,840-42,36,,,,
PA,840-42,37,,,,
PA,840-42,38,,,,
PA,840-42,39,,,,
PA,840-42,40,,,,
PA,840-42,41,,,,
PA,840-42,42,,,,
PA,840-42,43,,,,
PA,840-42,44,,,,
PA,840-42,45,,,,
PA,840-42,46,,,,
PA,840-42,47,,,,
PA,840-42,48,,,,
PA,840-42,49,,,,
PA,840-42,50,,,,
PA,840-42,51,,,,
PA,840-42,52,,,,
PA,840-42,53,,,,
PA,840-42,54,,,,
PA,840-42,55,,,,
PA,840-42,56,,,,
PA,840-42,57,,,,
PA,840-42,58,,,,
PA,840-42,59,,,,
PA,840-42,60,,,,
PA,840-42,61,,,,
PA,840-42,62,,,,
PA,840-42,63,,,,
PA,840-42,64,,,,
PA,840-42,65,,,,
PA,840-42,66,,,,
PA,840-42,67,,,,
PA,840-42,68,,,,
PA,840-42,69,,,,
PA,840-42,70,,,,
PA,840-42,71,,,,
PA,840-42,72,,,,
PA,840-42,73,,,,
PA,840-42,74,,,,
PA,840-42,75,,,,
PA,840-42,76,,,,
PA,840-42,77,,,,
PA,840-42,78,,,,
PA,840-42,79,,,,
PA,840-42,80,,,,
PA,840-42,81,,,,
PA,840-42,82,,,,
PA,840-42,83,,,,
PA,840-42,84,,,,
PA,840-42,85,,,,
PA,840-42,86,,,,
PA,840-42,87,,,,
PA,840-42,88,,,,
PA,840-42,89,,,,
PA,840-42,90,,,,
PA,840-42,91,,,,
PA,840-42,92,,,,
PA,840-42,93,,,,
PA,840-42,94,,,,
PA,840-42,95,,,,
PA,840-42,96,,,,
PA,840-42,97,,,,
PA,840-42,98,,,,
PA,840-42,99,,,,
PA,840-42,100,,,,
