region,region_code,age,R-U_female,R-U_male,U-R_female,U-R_male
IL,840-17,0,,,,
IL,840-17,1,,,,
IL,840-17,2,,,,
IL,840-17,3,,,,
IL,840-17,4,,,,
IL,840-17,5,,,,
IL,840-17,6,,,,
IL,840-17,7,,,,
IL,840-17,8,,,,
IL,840-17,9,,,,
IL,840-17,10,,,,
IL,840-17,11,,,,
IL,840-17,12,,,,
IL,840-17,13,,,,
IL,840-17,14,,,,
IL,840-17,15,,,,
IL,840-17,16,,,,
IL,840-17,17,,,,
IL,840-17,18,,,,
IL,840-17,19,,,,
IL,840-17,20,,,,
IL,840-17,21,,,,
IL,840-17,22,,,,
IL,840-17,23,,,,
IL,840-17,24,,,,
IL,840-17,25,,,,
IL,840-17,26,,,,
IL,840-17,27,,,,
IL,840-17,28,,,,
IL,840-17,29,,,,
IL,840-17,30,,,,
IL,840-17,31,,,,
IL,840-17,32,,,,
IL,840-17,33,,,,
IL,840-17,34,,,,
IL,840-17,35,,,,
IL,840-17,36,,,,
IL,840-17,37,,,,
IL,840-17,38,,,,
IL,840-17,39,,,,
IL,840-17,40,,,,
IL,840-17,41,,,,
IL,840-17,42,,,,
IL,840-17,43,,,,
IL,840-17,44,,,,
IL,840-17,45,,,,
IL,840-17,46,,,,
IL,840-17,47,,,,
IL,840-17,48,,,,
IL,840-17,49,,,,
IL,840-17,50,,,,
IL,840-17,51,,,,
IL,840-17,52,,,,
IL,840-17,53,,,,
IL,840-17,54,,,,
IL,840-17,55,,,,
IL,840-17,56,,,,
IL,840-17,57,,,,
IL,840-17,58,,,,
IL,840-17,59,,,,
IL,840-17,60,,,,
IL,840-17,61,,,,
IL,840-17,62,,,,
IL,840-17,63,,,,
IL,840-17,64,,,,
IL,840-17,65,,,,
IL,840-17,66,,,,
IL,840-17,67,,,,
IL,840-17,68,,,,
IL,840-17,69,,,,
IL,840-17,70,,,,
IL,840-17,71,,,,
IL,840-17,72,,,,
IL,840-17,73,,,,
IL,840-17,74,,,,
IL,840-17,75,,,,
IL,840-17,76,,,,
IL,840-17,77,,,,
IL,840-17,78,,,,
IL,840-17,79,,,,
IL,840-17,80,,,,
IL,840-17,81,,,,
IL,840-17,82,,,,
IL,840-17,83,,,,
IL,840-17,84,,,,
IL,840-17,85,,,,
IL,840-17,86,,,,
IL,840-17,87,,,,
IL,840-17,88,,,,
IL,840-17,89,,,,
IL,840-17,90,,,,
IL,840-17,91,,,,
IL,840-17,92,,,,
IL,840-17,93,,,,
IL,840-17,94,,,,
IL,840-17,95,,,,
IL,840-17,96,,,,
IL,840-17,97,,,,
IL,840-17,98,,,,
IL,840-17,99,,,,
IL,840-17,100,,,,
