year,f_A,f_R,f_U,m_AM,m_AF,m_RM,m_RF,m_UM,m_UF,pu,sr_A,sr_R,sr_U,nim_M,nim_F
NA,fertility,NA,NA,mortality,NA,NA,NA,NA,NA,%urban,sex ratio at birth,NA,NA,net international migrants,NA
NA,all,rural,urban,all,NA,rural,NA,urban,NA,NA,all,rural,urban,NA,NA
NA,NA,NA,NA,male,female,male,female,male,female,NA,NA,NA,NA,male,female
2010,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2015,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2020,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2025,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2030,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2035,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2040,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2045,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2050,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2055,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2060,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2065,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2070,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2075,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2080,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2085,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2090,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2095,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
2100,1.87,1.87,1.87,71.5,77.4,71.5,77.4,71.5,77.4,0.494,105,105,105,4750,4422
